transaction_date,account,description,debit,credit,category,transaction_type,customer_vendor,payment_method,reference
16-Oct-23,Cash,Transaction 93511,827.83,827.83,Asset,Expense,Customer 60,Credit Card,84975
09-Dec-23,Cash,Transaction 93512,842.32,842.32,Expense,Purchase,Customer 74,Cash,61719
21-Oct-23,Accounts Payable,Transaction 93513,704.76,704.76,Revenue,Purchase,Customer 46,Bank Transfer,48827
04-Jan-23,Accounts Payable,Transaction 93514,576.38,576.38,Liability,Transfer,Customer 41,Cash,32994
01-May-23,Inventory,Transaction 93515,465.06,465.06,Liability,Sale,Customer 33,Bank Transfer,38265
23-Dec-23,Cash,Transaction 93516,244.69,244.69,Liability,Purchase,Customer 8,Bank Transfer,38854
20-Sep-23,Inventory,Transaction 93517,404.4,404.4,Liability,Transfer,Customer 32,Bank Transfer,77888
26-Jul-23,Accounts Receivable,Transaction 93518,817.51,817.51,Asset,Purchase,Customer 39,Credit Card,87463
13-Jan-23,Cash,Transaction 93519,128.25,128.25,Expense,Purchase,Customer 54,Check,52634
03-Sep-23,Accounts Payable,Transaction 93520,859.31,859.31,Asset,Expense,Customer 2,Bank Transfer,67576
04-Feb-23,Inventory,Transaction 93521,495.26,495.26,Asset,Sale,Customer 12,Credit Card,86088
11-Nov-23,Inventory,Transaction 93522,467.48,467.48,Revenue,Purchase,Customer 69,Credit Card,36459
04-Dec-23,Accounts Payable,Transaction 93523,594.76,594.76,Expense,Expense,Customer 91,Credit Card,99444
07-Jun-23,Accounts Receivable,Transaction 93524,277.32,277.32,Asset,Sale,Customer 43,Check,75028
28-Mar-23,Accounts Payable,Transaction 93525,511.07,511.07,Expense,Sale,Customer 27,Bank Transfer,69610
19-Jan-23,Inventory,Transaction 93526,926.86,926.86,Expense,Transfer,Customer 79,Bank Transfer,55856
26-Oct-23,Inventory,Transaction 93527,189.2,189.2,Expense,Purchase,Customer 70,Cash,11784
14-Dec-23,Inventory,Transaction 93528,432.16,432.16,Liability,Purchase,Customer 57,Bank Transfer,39550
14-Jun-23,Accounts Receivable,Transaction 93529,927,927,Expense,Expense,Customer 8,Cash,91805
01-Jun-23,Accounts Receivable,Transaction 93530,265.74,265.74,Asset,Expense,Customer 23,Bank Transfer,44217
22-Feb-23,Accounts Payable,Transaction 93531,632.76,632.76,Asset,Purchase,Customer 15,Credit Card,45100
28-Sep-23,Cash,Transaction 93532,781.39,781.39,Revenue,Transfer,Customer 8,Check,16064
06-Aug-23,Inventory,Transaction 93533,452.39,452.39,Revenue,Sale,Customer 50,Check,10433
24-Feb-23,Inventory,Transaction 93534,561.84,561.84,Liability,Expense,Customer 20,Credit Card,10879
18-Apr-23,Accounts Receivable,Transaction 93535,539.79,539.79,Revenue,Sale,Customer 31,Cash,17632
18-Apr-23,Cash,Transaction 93536,408.7,408.7,Expense,Expense,Customer 88,Credit Card,33314
01-Jan-23,Accounts Payable,Transaction 93537,895.38,895.38,Revenue,Transfer,Customer 92,Credit Card,78104
10-Mar-23,Accounts Payable,Transaction 93538,729.43,729.43,Asset,Expense,Customer 33,Bank Transfer,36312
18-Oct-23,Accounts Payable,Transaction 93539,793.59,793.59,Liability,Sale,Customer 88,Cash,49278
27-Feb-23,Inventory,Transaction 93540,725.33,725.33,Revenue,Transfer,Customer 14,Cash,77423
01-Jan-23,Accounts Receivable,Transaction 93541,704,704,Expense,Transfer,Customer 95,Cash,45757
11-Apr-23,Cash,Transaction 93542,932.37,932.37,Liability,Expense,Customer 92,Bank Transfer,25781
15-Dec-23,Cash,Transaction 93543,300.23,300.23,Expense,Purchase,Customer 100,Cash,20820
19-Jun-23,Accounts Payable,Transaction 93544,881.23,881.23,Expense,Sale,Customer 97,Credit Card,64917
01-Apr-23,Cash,Transaction 93545,555.02,555.02,Liability,Sale,Customer 4,Bank Transfer,32346
25-Apr-23,Accounts Payable,Transaction 93546,356.7,356.7,Revenue,Sale,Customer 36,Check,35115
23-Dec-23,Accounts Receivable,Transaction 93547,395.67,395.67,Revenue,Purchase,Customer 51,Cash,71637
02-Jun-23,Inventory,Transaction 93548,142.15,142.15,Revenue,Purchase,Customer 96,Check,59299
02-Feb-23,Inventory,Transaction 93549,642.84,642.84,Revenue,Expense,Customer 16,Check,70068
06-Oct-23,Inventory,Transaction 93550,863.92,863.92,Asset,Purchase,Customer 34,Bank Transfer,50411
23-Jul-23,Cash,Transaction 93551,176.84,176.84,Liability,Sale,Customer 61,Credit Card,30408
22-Apr-23,Cash,Transaction 93552,310.15,310.15,Revenue,Sale,Customer 20,Check,97773
25-Dec-23,Accounts Receivable,Transaction 93553,201.19,201.19,Liability,Purchase,Customer 20,Credit Card,87217
17-Jul-23,Accounts Payable,Transaction 93554,797.4,797.4,Asset,Sale,Customer 10,Credit Card,77263
23-Apr-23,Accounts Receivable,Transaction 93555,570.81,570.81,Expense,Purchase,Customer 97,Check,10234
27-Apr-23,Accounts Payable,Transaction 93556,450.63,450.63,Revenue,Purchase,Customer 56,Check,84327
04-Apr-23,Accounts Receivable,Transaction 93557,204.15,204.15,Asset,Sale,Customer 1,Credit Card,47839
21-Apr-23,Accounts Receivable,Transaction 93558,705.93,705.93,Liability,Sale,Customer 91,Cash,29603
23-Aug-23,Accounts Receivable,Transaction 93559,781.66,781.66,Liability,Purchase,Customer 4,Bank Transfer,14456
22-Feb-23,Cash,Transaction 93560,545.71,545.71,Revenue,Transfer,Customer 22,Check,57315
21-Aug-23,Inventory,Transaction 93561,750.06,750.06,Revenue,Transfer,Customer 97,Cash,72584
13-Nov-23,Accounts Payable,Transaction 93562,746.89,746.89,Revenue,Transfer,Customer 11,Credit Card,37700
17-Jun-23,Accounts Payable,Transaction 93563,532.44,532.44,Expense,Sale,Customer 78,Cash,66534
01-May-23,Accounts Payable,Transaction 93564,718.68,718.68,Asset,Expense,Customer 57,Credit Card,70967
12-Nov-23,Accounts Payable,Transaction 93565,783.34,783.34,Liability,Expense,Customer 83,Bank Transfer,46572
28-May-23,Inventory,Transaction 93566,219.6,219.6,Liability,Transfer,Customer 79,Check,95577
15-Sep-23,Accounts Receivable,Transaction 93567,505.77,505.77,Expense,Purchase,Customer 66,Check,65935
06-Jul-23,Cash,Transaction 93568,754.41,754.41,Asset,Purchase,Customer 73,Check,35423
27-Apr-23,Accounts Payable,Transaction 93569,889.58,889.58,Asset,Expense,Customer 27,Credit Card,68138
14-May-23,Inventory,Transaction 93570,569.33,569.33,Asset,Sale,Customer 38,Cash,44631
28-Nov-23,Cash,Transaction 93571,994.76,994.76,Asset,Expense,Customer 31,Check,80296
18-Dec-23,Inventory,Transaction 93572,619.89,619.89,Asset,Expense,Customer 13,Check,31172
21-Sep-23,Inventory,Transaction 93573,981.44,981.44,Revenue,Transfer,Customer 12,Cash,78633
21-Oct-23,Accounts Receivable,Transaction 93574,114.64,114.64,Expense,Purchase,Customer 2,Credit Card,39729
03-Jan-23,Inventory,Transaction 93575,355.44,355.44,Asset,Sale,Customer 31,Cash,17383
23-Sep-23,Accounts Receivable,Transaction 93576,756.36,756.36,Expense,Expense,Customer 39,Credit Card,56493
11-Jan-23,Cash,Transaction 93577,407.11,407.11,Liability,Expense,Customer 7,Check,75913
04-Dec-23,Accounts Payable,Transaction 93578,428.4,428.4,Expense,Purchase,Customer 28,Credit Card,13988
19-Jul-23,Cash,Transaction 93579,738.65,738.65,Asset,Transfer,Customer 85,Cash,37286
09-Oct-23,Cash,Transaction 93580,494.93,494.93,Revenue,Transfer,Customer 31,Credit Card,23185
17-Jun-23,Accounts Payable,Transaction 93581,351.11,351.11,Asset,Transfer,Customer 93,Cash,80233
13-Nov-23,Accounts Receivable,Transaction 93582,826.89,826.89,Liability,Expense,Customer 89,Bank Transfer,49307
10-Jul-23,Accounts Receivable,Transaction 93583,905.88,905.88,Asset,Transfer,Customer 29,Credit Card,81819
01-Aug-23,Accounts Payable,Transaction 93584,325.1,325.1,Revenue,Purchase,Customer 32,Cash,35379
12-Jul-23,Accounts Receivable,Transaction 93585,267.03,267.03,Revenue,Transfer,Customer 95,Cash,27085
14-Jul-23,Cash,Transaction 93586,758.14,758.14,Expense,Purchase,Customer 78,Check,38698
03-Nov-23,Accounts Payable,Transaction 93587,384.27,384.27,Liability,Purchase,Customer 78,Check,28816
22-May-23,Accounts Receivable,Transaction 93588,522.12,522.12,Revenue,Expense,Customer 35,Credit Card,28127
06-Feb-23,Accounts Payable,Transaction 93589,728.12,728.12,Asset,Purchase,Customer 68,Cash,11805
22-Aug-23,Inventory,Transaction 93590,175.93,175.93,Revenue,Purchase,Customer 61,Credit Card,88114
17-Jul-23,Accounts Payable,Transaction 93591,811.83,811.83,Revenue,Purchase,Customer 72,Cash,52217
21-Oct-23,Accounts Receivable,Transaction 93592,782.05,782.05,Asset,Sale,Customer 50,Cash,78978
09-Dec-23,Inventory,Transaction 93593,153.72,153.72,Liability,Sale,Customer 2,Check,17467
14-Sep-23,Accounts Receivable,Transaction 93594,594.56,594.56,Revenue,Sale,Customer 47,Bank Transfer,67486
10-Jul-23,Inventory,Transaction 93595,918.88,918.88,Revenue,Sale,Customer 97,Cash,11118
02-Jun-23,Inventory,Transaction 93596,357.58,357.58,Revenue,Purchase,Customer 18,Credit Card,50578
24-Jan-23,Cash,Transaction 93597,870.64,870.64,Expense,Expense,Customer 58,Bank Transfer,71179
13-Dec-23,Cash,Transaction 93598,572.88,572.88,Expense,Expense,Customer 9,Credit Card,67420
06-Jun-23,Cash,Transaction 93599,812.1,812.1,Asset,Purchase,Customer 72,Check,48511
16-Apr-23,Inventory,Transaction 93600,883.69,883.69,Asset,Expense,Customer 27,Cash,10505
25-Sep-23,Accounts Receivable,Transaction 93601,914.75,914.75,Revenue,Transfer,Customer 51,Bank Transfer,96742
03-Nov-23,Inventory,Transaction 93602,146.14,146.14,Liability,Purchase,Customer 77,Credit Card,26146
02-Aug-23,Accounts Receivable,Transaction 93603,347.86,347.86,Liability,Expense,Customer 45,Cash,20837
09-Sep-23,Inventory,Transaction 93604,319.7,319.7,Asset,Sale,Customer 52,Cash,27885
21-Nov-23,Accounts Payable,Transaction 93605,777.08,777.08,Liability,Expense,Customer 41,Check,68861
09-Apr-23,Accounts Payable,Transaction 93606,574.72,574.72,Revenue,Expense,Customer 69,Cash,63178
25-Nov-23,Inventory,Transaction 93607,792.88,792.88,Expense,Expense,Customer 43,Check,93853
07-Aug-23,Cash,Transaction 93608,935,935,Revenue,Expense,Customer 69,Bank Transfer,77238
18-Nov-23,Inventory,Transaction 93609,595.21,595.21,Asset,Purchase,Customer 51,Bank Transfer,34776
25-May-23,Cash,Transaction 93610,586.87,586.87,Liability,Transfer,Customer 29,Credit Card,69967
14-May-23,Accounts Payable,Transaction 93611,636.16,636.16,Liability,Sale,Customer 12,Credit Card,61774
12-Feb-23,Cash,Transaction 93612,409.24,409.24,Liability,Expense,Customer 96,Cash,30174
23-Feb-23,Accounts Payable,Transaction 93613,102.69,102.69,Expense,Sale,Customer 52,Credit Card,93073
15-Jun-23,Cash,Transaction 93614,501.47,501.47,Expense,Transfer,Customer 62,Credit Card,33999
06-Jun-23,Cash,Transaction 93615,880.33,880.33,Expense,Purchase,Customer 5,Check,48894
11-Dec-23,Inventory,Transaction 93616,999.38,999.38,Liability,Transfer,Customer 68,Cash,93615
27-Aug-23,Cash,Transaction 93617,946.91,946.91,Revenue,Expense,Customer 88,Cash,39099
10-Mar-23,Accounts Payable,Transaction 93618,648.85,648.85,Asset,Transfer,Customer 61,Check,23852
03-Oct-23,Accounts Receivable,Transaction 93619,150.35,150.35,Asset,Purchase,Customer 50,Credit Card,92462
02-May-23,Inventory,Transaction 93620,655.85,655.85,Asset,Sale,Customer 3,Credit Card,69905
08-Jun-23,Inventory,Transaction 93621,802.24,802.24,Liability,Purchase,Customer 67,Credit Card,71476
03-Jun-23,Accounts Payable,Transaction 93622,508.06,508.06,Asset,Expense,Customer 41,Check,27230
25-Feb-23,Inventory,Transaction 93623,386.29,386.29,Liability,Transfer,Customer 11,Bank Transfer,94174
12-Sep-23,Accounts Payable,Transaction 93624,642.2,642.2,Expense,Purchase,Customer 13,Credit Card,14308
09-Nov-23,Accounts Receivable,Transaction 93625,626.59,626.59,Asset,Purchase,Customer 45,Credit Card,96821
19-Sep-23,Accounts Receivable,Transaction 93626,232.4,232.4,Asset,Purchase,Customer 45,Credit Card,35835
23-Aug-23,Inventory,Transaction 93627,526.3,526.3,Liability,Transfer,Customer 71,Check,54888
18-Nov-23,Accounts Receivable,Transaction 93628,573.83,573.83,Revenue,Sale,Customer 88,Check,98424
25-Nov-23,Accounts Receivable,Transaction 93629,304.4,304.4,Revenue,Sale,Customer 99,Cash,63808
25-Sep-23,Accounts Receivable,Transaction 93630,359.24,359.24,Revenue,Sale,Customer 100,Bank Transfer,78098
15-Jan-23,Inventory,Transaction 93631,979.99,979.99,Expense,Expense,Customer 20,Bank Transfer,46999
22-Nov-23,Inventory,Transaction 93632,795.59,795.59,Revenue,Expense,Customer 81,Bank Transfer,72414
28-Jun-23,Cash,Transaction 93633,864.51,864.51,Revenue,Transfer,Customer 8,Check,66058
28-Feb-23,Inventory,Transaction 93634,383.59,383.59,Expense,Expense,Customer 48,Credit Card,73043
19-Feb-23,Cash,Transaction 93635,678.37,678.37,Revenue,Expense,Customer 28,Credit Card,58294
28-Dec-23,Inventory,Transaction 93636,830.34,830.34,Asset,Sale,Customer 64,Bank Transfer,42393
10-May-23,Inventory,Transaction 93637,219.78,219.78,Asset,Sale,Customer 84,Cash,89905
02-Mar-23,Accounts Receivable,Transaction 93638,263.9,263.9,Expense,Transfer,Customer 13,Cash,57317
22-Jul-23,Cash,Transaction 93639,416.99,416.99,Liability,Expense,Customer 61,Credit Card,31103
25-Jan-23,Cash,Transaction 93640,708.21,708.21,Expense,Expense,Customer 8,Check,66922
14-Jun-23,Cash,Transaction 93641,400.12,400.12,Revenue,Expense,Customer 20,Bank Transfer,74447
02-Nov-23,Accounts Payable,Transaction 93642,519.99,519.99,Liability,Purchase,Customer 57,Bank Transfer,24643
24-Jul-23,Inventory,Transaction 93643,784.54,784.54,Expense,Expense,Customer 5,Cash,99774
04-Aug-23,Accounts Receivable,Transaction 93644,981.9,981.9,Liability,Purchase,Customer 71,Check,63611
26-Aug-23,Cash,Transaction 93645,491.57,491.57,Liability,Purchase,Customer 88,Check,76783
24-May-23,Inventory,Transaction 93646,569.35,569.35,Asset,Expense,Customer 85,Cash,15563
26-Dec-23,Cash,Transaction 93647,611.57,611.57,Asset,Sale,Customer 58,Check,94344
24-Feb-23,Inventory,Transaction 93648,352.35,352.35,Expense,Sale,Customer 33,Cash,83777
12-Feb-23,Inventory,Transaction 93649,647.23,647.23,Asset,Transfer,Customer 32,Bank Transfer,54988
03-Jun-23,Cash,Transaction 93650,600.47,600.47,Expense,Sale,Customer 22,Bank Transfer,55230
17-Nov-23,Accounts Receivable,Transaction 93651,406.1,406.1,Revenue,Expense,Customer 83,Bank Transfer,59491
06-Mar-23,Accounts Payable,Transaction 93652,785.51,785.51,Expense,Transfer,Customer 41,Cash,36797
03-Sep-23,Cash,Transaction 93653,850.15,850.15,Revenue,Transfer,Customer 11,Bank Transfer,17439
25-Jun-23,Inventory,Transaction 93654,940.89,940.89,Expense,Expense,Customer 99,Credit Card,94692
12-Dec-23,Inventory,Transaction 93655,779.98,779.98,Asset,Transfer,Customer 50,Bank Transfer,77977
13-Feb-23,Accounts Payable,Transaction 93656,981.23,981.23,Revenue,Transfer,Customer 48,Check,74430
17-Jul-23,Cash,Transaction 93657,853.52,853.52,Asset,Purchase,Customer 96,Cash,43606
21-May-23,Cash,Transaction 93658,429.35,429.35,Expense,Transfer,Customer 83,Bank Transfer,58878
07-Jan-23,Accounts Receivable,Transaction 93659,766.22,766.22,Liability,Transfer,Customer 9,Credit Card,98011
20-Jul-23,Accounts Receivable,Transaction 93660,855.77,855.77,Liability,Transfer,Customer 93,Credit Card,13107
13-Feb-23,Cash,Transaction 93661,655.6,655.6,Revenue,Transfer,Customer 44,Credit Card,72718
16-Oct-23,Cash,Transaction 93662,953.16,953.16,Revenue,Purchase,Customer 72,Check,93968
12-Sep-23,Cash,Transaction 93663,615.08,615.08,Asset,Sale,Customer 46,Check,67370
04-Jun-23,Accounts Payable,Transaction 93664,680.56,680.56,Liability,Expense,Customer 93,Check,16407
19-Jul-23,Accounts Receivable,Transaction 93665,237.32,237.32,Asset,Transfer,Customer 12,Check,73086
24-Apr-23,Inventory,Transaction 93666,725.14,725.14,Revenue,Transfer,Customer 92,Cash,20213
08-Apr-23,Accounts Payable,Transaction 93667,651.35,651.35,Asset,Expense,Customer 51,Credit Card,48417
23-Apr-23,Accounts Receivable,Transaction 93668,832.22,832.22,Expense,Expense,Customer 10,Cash,99385
15-Dec-23,Inventory,Transaction 93669,880.27,880.27,Expense,Sale,Customer 30,Bank Transfer,62734
09-Mar-23,Cash,Transaction 93670,202.09,202.09,Revenue,Sale,Customer 61,Cash,10768
14-Apr-23,Accounts Receivable,Transaction 93671,954.97,954.97,Expense,Sale,Customer 99,Credit Card,71285
23-Dec-23,Inventory,Transaction 93672,609.11,609.11,Asset,Transfer,Customer 82,Credit Card,73233
14-Jan-23,Cash,Transaction 93673,730.09,730.09,Liability,Transfer,Customer 48,Check,89101
14-Jul-23,Inventory,Transaction 93674,510.62,510.62,Liability,Sale,Customer 47,Credit Card,41683
24-Jan-23,Inventory,Transaction 93675,415.69,415.69,Asset,Transfer,Customer 25,Credit Card,74165
21-Dec-23,Accounts Payable,Transaction 93676,688.18,688.18,Liability,Purchase,Customer 40,Check,46630
28-Apr-23,Cash,Transaction 93677,671.49,671.49,Expense,Expense,Customer 33,Check,35559
09-May-23,Cash,Transaction 93678,615.6,615.6,Revenue,Transfer,Customer 18,Credit Card,13557
09-Sep-23,Cash,Transaction 93679,929.33,929.33,Revenue,Expense,Customer 65,Bank Transfer,70475
24-Nov-23,Accounts Payable,Transaction 93680,104.14,104.14,Asset,Purchase,Customer 48,Bank Transfer,53651
07-Jul-23,Cash,Transaction 93681,336.83,336.83,Revenue,Purchase,Customer 35,Cash,94302
15-Jan-23,Accounts Payable,Transaction 93682,320.18,320.18,Liability,Purchase,Customer 99,Credit Card,83733
03-Dec-23,Inventory,Transaction 93683,696.11,696.11,Asset,Purchase,Customer 24,Check,23075
17-Jun-23,Cash,Transaction 93684,188.25,188.25,Liability,Expense,Customer 48,Credit Card,19303
11-Nov-23,Accounts Receivable,Transaction 93685,113.36,113.36,Liability,Sale,Customer 1,Bank Transfer,98870
01-Jan-23,Cash,Transaction 93686,953.36,953.36,Expense,Transfer,Customer 8,Check,89067
11-May-23,Cash,Transaction 93687,879.33,879.33,Revenue,Expense,Customer 28,Bank Transfer,75860
14-Aug-23,Cash,Transaction 93688,400.2,400.2,Expense,Purchase,Customer 6,Cash,96768
25-Apr-23,Inventory,Transaction 93689,852.07,852.07,Revenue,Transfer,Customer 14,Check,62100
05-Feb-23,Accounts Receivable,Transaction 93690,383.17,383.17,Revenue,Sale,Customer 63,Bank Transfer,57012
21-Feb-23,Accounts Receivable,Transaction 93691,943.52,943.52,Asset,Transfer,Customer 97,Credit Card,46543
03-Aug-23,Accounts Receivable,Transaction 93692,840.96,840.96,Asset,Purchase,Customer 24,Credit Card,19309
23-Jun-23,Cash,Transaction 93693,275.57,275.57,Revenue,Sale,Customer 28,Bank Transfer,30977
03-Mar-23,Accounts Receivable,Transaction 93694,466.73,466.73,Liability,Purchase,Customer 81,Cash,76549
16-Mar-23,Inventory,Transaction 93695,626.63,626.63,Revenue,Sale,Customer 79,Credit Card,66185
17-Jun-23,Cash,Transaction 93696,897.07,897.07,Asset,Transfer,Customer 27,Cash,95589
12-Aug-23,Accounts Receivable,Transaction 93697,533.42,533.42,Revenue,Expense,Customer 12,Cash,24360
06-Dec-23,Inventory,Transaction 93698,977.91,977.91,Expense,Transfer,Customer 57,Bank Transfer,89297
02-Jul-23,Accounts Payable,Transaction 93699,557.06,557.06,Revenue,Transfer,Customer 32,Bank Transfer,77744
19-Nov-23,Inventory,Transaction 93700,541.84,541.84,Liability,Expense,Customer 11,Bank Transfer,37320
27-Jan-23,Accounts Receivable,Transaction 93701,906.5,906.5,Expense,Sale,Customer 66,Cash,19716
22-May-23,Accounts Payable,Transaction 93702,845.16,845.16,Revenue,Purchase,Customer 65,Check,72671
09-Aug-23,Accounts Payable,Transaction 93703,348.79,348.79,Liability,Transfer,Customer 60,Check,65186
21-Mar-23,Accounts Payable,Transaction 93704,871.65,871.65,Liability,Expense,Customer 100,Bank Transfer,67077
01-Oct-23,Cash,Transaction 93705,790.19,790.19,Asset,Sale,Customer 80,Check,92647
06-Mar-23,Accounts Receivable,Transaction 93706,140.98,140.98,Asset,Transfer,Customer 61,Credit Card,43897
24-Mar-23,Accounts Receivable,Transaction 93707,313.12,313.12,Asset,Transfer,Customer 7,Credit Card,53731
16-Feb-23,Cash,Transaction 93708,779.41,779.41,Revenue,Transfer,Customer 63,Credit Card,31211
19-Aug-23,Accounts Receivable,Transaction 93709,824.57,824.57,Revenue,Expense,Customer 42,Cash,40441
20-Jan-23,Cash,Transaction 93710,955.19,955.19,Liability,Expense,Customer 18,Cash,20685
